name,kana,romaji
ふさゑ,ふさえ,fusae
房一,ふさかず,fusakazu
福幸子,ふさこ,fusako
総子,ふさこ,fusako
房次,ふさじ,fusaji
英乃,ふさの,fusano
房光,ふさみつ,fusamitsu
富士子,ふしこ,fushiko
富士枝,ふじえ,fujie
藤絵,ふじえ,fujie
冨士生,ふじお,fujio
二士男,ふじお,fujio
富士美,ふじこ,fujiko
フジ子,ふじこ,fujiko
藤利,ふじとし,fujitoshi
藤女,ふじめ,fujime
藤世,ふじよ,fujiyo
嫩,ふたば,futaba
ふづき,ふづき,fuzuki
太,ふとし,futoshi
不比等,ふひと,fuhito
楓実,ふみ,fumi
吏,ふみ,fumi
二三,ふみ,fumi
文昭,ふみあき,fumiaki
文亮,ふみあき,fumiaki
芙美恵,ふみえ,fumie
文惠,ふみえ,fumie
章恵,ふみえ,fumie
ふみゑ,ふみえ,fumie
二美惠,ふみえ,fumie
冨美生,ふみお,fumio
文郎,ふみお,fumio
章夫,ふみお,fumio
文佳,ふみか,fumika
ふみか,ふみか,fumika
富美佳,ふみか,fumika
文規,ふみき,fumiki
布巳子,ふみこ,fumiko
フミコ,ふみこ,fumiko
二美子,ふみこ,fumiko
文高,ふみたか,fumitaka
扶美武,ふみたけ,fumitake
文人,ふみと,fumito
文野,ふみの,fumino
文典,ふみのり,fuminori
史彦,ふみひこ,fumihiko
史弘,ふみひろ,fumihiro
章裕,ふみひろ,fumihiro
章博,ふみひろ,fumihiro
郁寛,ふみひろ,fumihiro
章雅,ふみまさ,fumimasa
史弥,ふみや,fumiya
文行,ふみゆき,fumiyuki
文代,ふみよ,fumiyo
二三代,ふみよ,fumiyo
史芳,ふみよし,fumiyoshi
冬絵,ふゆえ,fuyue
富由佳,ふゆか,fuyuka
冬希,ふゆき,fuyuki
冬瑚,ふゆこ,fuyuko
布由美,ふゆみ,fuyumi
冬湖,ふゆみ,fuyumi
風乱,ふらん,furan
武后,ぶこう,bukou
武平,ぶへい,buhei
ブン吉,ぶんきち,bunkichi
文四郎,ぶんしろう,bunshirou
文宗,ぶんそう,bunsou
文平,ぶんぺい,bunpei
平王,へいおう,heiou
平左衛門,へいざえもん,heizaemon
平蔵,へいぞう,heizou
碧流,へきる,hekiru
紅央,べにお,benio
紅保,べにほ,beniho
平,ぺい,pei
砲一,ほういち,houichi
鳳家,ほうけ,houke
寶作,ほうさく,housaku
法蔵,ほうぞう,houzou
法融,ほうゆう,houyuu
方臘,ほうろう,hourou
星映,ほしえ,hoshie
星満,ほしみ,hoshimi
穂澄,ほずみ,hozumi
穂隆,ほたか,hotaka
ほちさ,ほちさ,hochisa
布袋,ほてい,hotei
穂菜実,ほなみ,honami
優愛,ほのあ,honoa
和香,ほのか,honoka
穂之香,ほのか,honoka
優香,ほのか,honoka
穂代子,ほよこ,hoyoko
牧水,ぼくすい,bokusui
ぽ子,ぽこ,poko
真弥,まあや,maaya
麻衣,まい,mai
真意,まい,mai
舞恵,まいえ,maie
苺花,まいか,maika
麻衣子,まいこ,maiko
雅依子,まいこ,maiko
舞奈,まいな,maina
麻衣美,まいみ,maimi
前門,まえかど,maekado
万緒,まお,mao
真生,まお,mao
麻音子,まおこ,maoko
麻城,まき,maki
磨毅,まき,maki
万生,まき,maki
真紀,まき,maki
摩起,まき,maki
真妃,まき,maki
真紀恵,まきえ,makie
牧男,まきお,makio
槙子,まきこ,makiko
麻記子,まきこ,makiko
眞子,まきこ,makiko
満喜子,まきこ,makiko
真喜子,まきこ,makiko
真記子,まきこ,makiko
真木子,まきこ,makiko
槙奈,まきな,makina
牧葉,まきは,makiha
万聖,まきよ,makiyo
麻子,まこ,mako
磨香,まこう,makou
諄人,まこと,makoto
まこと,まこと,makoto
真寿,まこと,makoto
道,まこと,makoto
眞呼斗,まこと,makoto
正,まさ,masa
まさ,まさ,masa
正覚,まさあき,masaaki
匡晃,まさあき,masaaki
政昭,まさあき,masaaki
正明,まさあき,masaaki
雅章,まさあき,masaaki
昌章,まさあき,masaaki
柾一,まさいち,masaichi
眞佐恵,まさえ,masae
成江,まさえ,masae
優江,まさえ,masae
芳恵,まさえ,masae
雅惠,まさえ,masae
まさゑ,まさえ,masae
真栄,まさえ,masae
理夫,まさお,masao
正士,まさお,masao
理郎,まさお,masao
芳男,まさお,masao
雅朗,まさお,masao
征生,まさお,masao
昇男,まさお,masao
政香,まさか,masaka
直二,まさかず,masakazu
昌和,まさかず,masakazu
正克,まさかつ,masakatsu
雅克,まさかつ,masakatsu
政樹,まさき,masaki
正貴,まさき,masaki
正来,まさき,masaki
将記,まさき,masaki
雅紀,まさき,masaki
真紀,まさき,masaki
昌毅,まさき,masaki
匡希,まさき,masaki
真聖,まさきよ,masakiyo
麻沙子,まさこ,masako
聖子,まさこ,masako
倭子,まさこ,masako
旬子,まさこ,masako
まさ子,まさこ,masako
真砂子,まさこ,masako
政言,まさこと,masakoto
正,まさし,masashi
理史,まさし,masashi
真之,まさし,masashi
雅司,まさし,masashi
昌,まさし,masashi
征司,まさし,masashi
正治,まさじ,masaji
政次郎,まさじろう,masajirou
将純,まさずみ,masazumi
正高,まさたか,masataka
雅隆,まさたか,masataka
将敬,まさたか,masataka
正剛,まさたけ,masatake
政太郎,まさたろう,masatarou
勝千代,まさちよ,masachiyo
正嗣,まさつぐ,masatsugu
雅承,まさつぐ,masatsugu
正行,まさつら,masatsura
将晃,まさてる,masateru
万里,まさと,masato
雅登,まさと,masato
真斗,まさと,masato
正寿,まさとし,masatoshi
雅寿,まさとし,masatoshi
真稔,まさとし,masatoshi
正友,まさとも,masatomo
政智,まさとも,masatomo
正作,まさなお,masanao
正良,まさなが,masanaga
雅也,まさなり,masanari
正之助,まさのすけ,masanosuke
正敦,まさのぶ,masanobu
雅敦,まさのぶ,masanobu
昌直,まさのぶ,masanobu
政儀,まさのり,masanori
優典,まさのり,masanori
正教,まさのり,masanori
雅則,まさのり,masanori
昌徳,まさのり,masanori
将徳,まさのり,masanori
成識,まさのり,masanori
正治,まさはる,masaharu
将治,まさはる,masaharu
仁彦,まさひこ,masahiko
祐彦,まさひこ,masahiko
正豪,まさひで,masahide
超人,まさひと,masahito
雅仁,まさひと,masahito
正宏,まさひろ,masahiro
政弘,まさひろ,masahiro
方博,まさひろ,masahiro
眞裕,まさひろ,masahiro
雅彦,まさひろ,masahiro
昌博,まさひろ,masahiro
将寛,まさひろ,masahiro
匡皓,まさひろ,masahiro
匡房,まさふさ,masafusa
鉦文,まさふみ,masafumi
優文,まさぶみ,masabumi
正海,まさみ,masami
真仁,まさみ,masami
麻紗美,まさみ,masami
まさみ,まさみ,masami
雅実,まさみ,masami
真沙美,まさみ,masami
昌三,まさみ,masami
政巳,まさみ,masami
正路,まさみち,masamichi
真理,まさみち,masamichi
正聿,まさみつ,masamitsu
正宗,まさむね,masamune
正守,まさもり,masamori
正哉,まさや,masaya
将哉,まさや,masaya
正恭,まさやす,masayasu
真康,まさやす,masayasu
雅往,まさゆき,masayuki
斉之,まさゆき,masayuki
征行,まさゆき,masayuki
真之,まさゆき,masayuki
将行,まさゆき,masayuki
政代,まさよ,masayo
優予,まさよ,masayo
絹世,まさよ,masayo
成予,まさよ,masayo
真儀,まさよし,masayoshi
政善,まさよし,masayoshi
方義,まさよし,masayoshi
匡義,まさよし,masayoshi
昌義,まさよし,masayoshi
正頼,まさより,masayori
正児,まさる,masaru
賢,まさる,masaru
雅郎,まさろう,masarou
ましろ,ましろ,mashiro
増一,ますいち,masuichi
丈恵,ますえ,masue
万寿男,ますお,masuo
益男,ますお,masuo
真寿子,ますこ,masuko
満寿二,ますじ,masuji
益敏,ますとし,masutoshi
益弘,ますひろ,masuhiro
磨澄,ますみ,masumi
眞澄,ますみ,masumi
十寸三,ますみ,masumi
純,ますみ,masumi
純巳,ますみ,masumi
満彗世,ますよ,masuyo
又雄,またお,matao
又次郎,またじろう,matajirou
満智,まち,machi
町枝,まちえ,machie
満智子,まちこ,machiko
まち子,まちこ,machiko
町也,まちや,machiya
麻津,まつ,matsu
マツエ,まつえ,matsue
満津子,まつこ,matsuko
眞津子,まつこ,matsuko
松菜,まつな,matsuna
松実,まつみ,matsumi
末美,まつよし,matsuyoshi
窓佳,まどか,madoka
円,まどか,madoka
まどり,まどり,madori
茉那,まな,mana
真奈,まな,mana
愛永,まなえ,manae
愛記,まなき,manaki
愛紡,まなつぐ,manatsugu
真奈穂,まなほ,manaho
万奈美,まなみ,manami
真菜実,まなみ,manami
真乃美,まなみ,manami
万乃佳,まのか,manoka
真海,まひろ,mahiro
真尋,まひろ,mahiro
まふゆ,まふゆ,mafuyu
麻穂,まほ,maho
真穂子,まほこ,mahoko
麻見,まみ,mami
眞美,まみ,mami
真己,まみ,mami
万美恵,まみえ,mamie
麻巳子,まみこ,mamiko
真宮子,まみこ,mamiko
麻美弥,まみや,mamiya
護,まもる,mamoru
決,まもる,mamoru
麻耶,まや,maya
まや,まや,maya
摩耶,まや,maya
磨弥子,まやこ,mayako
真侑,まゆ,mayu
麻裕,まゆ,mayu
真弓,まゆ,mayu
真遊,まゆ,mayu
真祐香,まゆか,mayuka
茉友香,まゆか,mayuka
真幸,まゆき,mayuki
万佑子,まゆこ,mayuko
真優子,まゆこ,mayuko
眉乃,まゆの,mayuno
麻弓,まゆみ,mayumi
満優美,まゆみ,mayumi
昌由美,まゆみ,mayumi
誠由美,まゆみ,mayumi
矛,まゆみ,mayumi
真由莉,まゆり,mayuri
万代,まよ,mayo
真世,まよ,mayo
満理,まり,mari
萬里,まり,mari
真里,まり,mari
麻利亜,まりあ,maria
鞠愛,まりあ,maria
まりい,まりい,marii
万里絵,まりえ,marie
萬里江,まりえ,marie
万里枝,まりえ,marie
鞠絵,まりえ,marie
麻利絵,まりえ,marie
毬生,まりお,mario
毬花,まりか,marika
真理加,まりか,marika
麻理子,まりこ,mariko
毬胡,まりこ,mariko
鞠子,まりこ,mariko
宣子,まりこ,mariko
摩理世,まりせ,marise
真麗奈,まりな,marina
満璃奈,まりな,marina
真梨乃,まりの,marino
毬望,まりも,marimo
麻里鈴,まりりん,maririn
真凛,まりん,marin
海姫,まりん,marin
まる子,まるこ,maruko
稀奈,まれな,marena
まろや,まろや,maroya
万作,まんさく,mansaku
満足,まんぞく,manzoku
三秋,みあき,miaki
美亥,みい,mii
実偉子,みいこ,miiko
未羽,みう,miu
美映,みえ,mie
未枝,みえ,mie
三枝,みえ,mie
己永子,みえこ,mieko
実江子,みえこ,mieko
美江子,みえこ,mieko
みゑ子,みえこ,mieko
三英子,みえこ,mieko
味央,みお,mio
水脈,みお,mio
水生,みお,mio
美扇,みおう,miou
美生子,みおこ,mioko
水脈子,みおこ,mioko
美央莉,みおり,miori
三加,みか,mika
美加,みか,mika
未果,みか,mika
水夏,みか,mika
見佳,みか,mika
実香,みか,mika
三香江,みかえ,mikae
美夏湖,みかこ,mikako
美樺子,みかこ,mikako
みかこ,みかこ,mikako
実花子,みかこ,mikako
美加月,みかづき,mikazuki
みかる,みかる,mikaru
美妃,みき,miki
美毅,みき,miki
未樹,みき,miki
美喜,みき,miki
規城,みき,miki
深喜,みき,miki
実紀,みき,miki
美紀恵,みきえ,mikie
美記栄,みきえ,mikie
美喜生,みきお,mikio
幹大,みきお,mikio
幹雄,みきおさ,mikiosa
充紀子,みきこ,mikiko
美樹子,みきこ,mikiko
ミキコ,みきこ,mikiko
三紀子,みきこ,mikiko
美樹葉,みきは,mikiha
幹人,みきひと,mikihito
美貴代,みきよ,mikiyo
美清,みきよ,mikiyo
みぎわ,みぎわ,migiwa
美久,みく,miku
実紅,みく,miku
未来莉,みくり,mikuri
実子,みこ,miko
尊,みこと,mikoto
未紗,みさ,misa
実沙,みさ,misa
美才治,みさいじ,misaiji
美紗恵,みさえ,misae
ミサヱ,みさえ,misae
美早恵,みさえ,misae
未咲於,みさお,misao
節,みさお,misao
未沙紀,みさき,misaki
美佐希,みさき,misaki
実沙希,みさき,misaki
美紗子,みさこ,misako
みさこ,みさこ,misako
三沙子,みさこ,misako
満里,みさと,misato
実郷,みさと,misato
ミサホ,みさほ,misaho
三佐代,みさよ,misayo
美枝子,みしこ,mishiko
美須子,みすこ,misuko
みすず,みすず,misuzu
瑞衣,みずえ,mizue
稔恵,みずえ,mizue
三澄江,みずえ,mizue
瑞華,みずか,mizuka
瑞樹,みずき,mizuki
瑞季,みずき,mizuki
瑞基,みずき,mizuki
みずち,みずち,mizuchi
瑞歩,みずほ,mizuho
湖美,みずみ,mizumi
みそ乃,みその,misono
美路,みち,michi
径,みち,michi
道章,みちあき,michiaki
美知,みちう,michiu
美智絵,みちえ,michie
道江,みちえ,michie
三千枝,みちえ,michie
道満,みちえ,michie
美智生,みちお,michio
路男,みちお,michio
三千夫,みちお,michio
道男,みちお,michio
路加,みちか,michika
通煌,みちかが,michikaga
道樹,みちき,michiki
暢子,みちこ,michiko
理湖,みちこ,michiko
亨子,みちこ,michiko
充子,みちこ,michiko
芳千子,みちこ,michiko
倫敬,みちたか,michitaka
行遼,みちとお,michitoo
通済,みちなり,michinari
満之助,みちのすけ,michinosuke
教位,みちのり,michinori
通治,みちはる,michiharu
充彦,みちひこ,michihiko
倫人,みちひと,michihito
路興,みちひろ,michihiro
道宏,みちひろ,michihiro
通房,みちふさ,michifusa
満歩,みちほ,michiho
みちみ,みちみ,michimi
通康,みちやす,michiyasu
訓代,みちよ,michiyo
満誉,みちよ,michiyo
典代,みちよ,michiyo
みちよ,みちよ,michiyo
道由,みちよし,michiyoshi
満ちる,みちる,michiru
みっく,みっく,mikku
盛,みつ,mitsu
光昭,みつあき,mitsuaki
美津絵,みつえ,mitsue
未津恵,みつえ,mitsue
みつゑ,みつえ,mitsue
三江,みつえ,mitsue
充雄,みつお,mitsuo
密男,みつお,mitsuo
光郎,みつお,mitsuo
美津香,みつか,mitsuka
満月,みつき,mitsuki
実次,みつぎ,mitsugi
美津子,みつこ,mitsuko
友子,みつこ,mitsuko
晃子,みつこ,mitsuko
充紗,みつさ,mitsusa
光司,みつじ,mitsuji
充隆,みつたか,mitsutaka
光太朗,みつたろう,mitsutarou
満年,みつとし,mitsutoshi
光智,みつとも,mitsutomo
満之助,みつのすけ,mitsunosuke
光典,みつのり,mitsunori
光哲,みつのり,mitsunori
光波,みつは,mitsuha
満晴,みつはる,mitsuharu
充秀,みつひで,mitsuhide
光洋,みつひろ,mitsuhiro
光広,みつひろ,mitsuhiro
光穂,みつほ,mitsuho
光雅,みつまさ,mitsumasa
充基,みつもと,mitsumoto
満之,みつゆき,mitsuyuki
美都代,みつよ,mitsuyo
光津世,みつよ,mitsuyo
充悳,みつよし,mitsuyoshi
光善,みつよし,mitsuyoshi
密流,みつる,mitsuru
光留,みつる,mitsuru
美津江,みづえ,mizue
満月,みづき,mizuki
みづ子,みづこ,mizuko
未都,みと,mito
光透,みと,mito
美年,みとし,mitoshi
美登里,みどり,midori
水鳥,みどり,midori
翠子,みどりこ,midoriko
美苗,みな,mina
ミナ,みな,mina
聖,みな,mina
海南江,みなえ,minae
美凪,みなぎ,minagi
美菜子,みなこ,minako
弥奈子,みなこ,minako
皆子,みなこ,minako
備子,みなこ,minako
湊大,みなと,minato
茉南,みなみ,minami
ミナミ,みなみ,minami
みなも,みなも,minamo
嶺,みね,mine
峰一,みねいち,mineichi
峰夫,みねお,mineo
峰吉,みねきち,minekichi
美根子,みねこ,mineko
峰利,みねとし,minetoshi
峰之,みねゆき,mineyuki
巳之吉,みのきち,minokichi
美暢,みのぶ,minobu
美倫,みのり,minori
稔里,みのり,minori
美延里,みのり,minori
稔,みのる,minoru
美波,みは,miha
美波留,みはる,miharu
みはる,みはる,miharu
海風,みはる,miharu
美笛,みふえ,mifue
美穂,みほ,miho
未帆,みほ,miho
愛保,みほ,miho
未穂,みほ,miho
美補子,みほこ,mihoko
見帆子,みほこ,mihoko
みほり,みほり,mihori
美弥,みみ,mimi
未明,みめい,mimei
美哉,みや,miya
ミヤ,みや,miya
宮江,みやえ,miyae
都弥子,みやこ,miyako
城子,みやこ,miyako
京子,みやこ,miyako
美遊,みゅう,myuu
美由,みゆ,miyu
美愉,みゆ,miyu
美憂,みゆう,miyuu
実優,みゆう,miyuu
美征,みゆき,miyuki
美由喜,みゆき,miyuki
未由紀,みゆき,miyuki
三由紀,みゆき,miyuki
みゆき,みゆき,miyuki
深優姫,みゆき,miyuki
明恵,みょうえ,myoue
妙超,みょうちょう,myouchou
未代,みよ,miyo
御代,みよ,miyo
躬陽子,みよこ,miyoko
美陽子,みよこ,miyoko
見代子,みよこ,miyoko
美由,みよし,miyoshi
見代次,みよじ,miyoji
ミラ,みら,mira
美蘭,みらん,miran
みり,みり,miri
みる,みる,miru
美澪,みれい,mirei
水澪,みれい,mirei
美和,みわ,miwa
光和,みわ,miwa
光輪子,みわこ,miwako
ミント,みんと,minto
麦穂,むぎほ,mugiho
無準,むじゅん,mujun
睦枝,むつえ,mutsue
六月,むつき,mutsuki
む津子,むつこ,mutsuko
睦裕,むつひろ,mutsuhiro
睦つ美,むつみ,mutsumi
夢叶,むと,muto
宗家,むねいえ,muneie
宗清,むねきよ,munekiyo
宗武,むねたけ,munetake
宗俊,むねとし,munetoshi
宗法,むねのり,munenori
睦仁,むねひと,munehito
宗道,むねみち,munemichi
宗悦,むねよし,muneyoshi
村正,むらまさ,muramasa
萌生,めい,mei
瑪彩,めい,mei
明香,めいか,meika
盟子,めいこ,meiko
明司,めいし,meishi
明穂,めいほ,meiho
めぐ,めぐ,megu
女久美,めぐみ,megumi
愛,めぐみ,megumi
萌美,めぐみ,megumi
親,めぐむ,megumu
愛,めづる,mezuru
めゆ,めゆ,meyu
芽里子,めりこ,meriko
麺,めん,men
孟子,もうし,moushi
萌咲,もえ,moe
萌子,もえこ,moeko
萌光,もえみ,moemi
杢子,もくこ,mokuko
茂輔,もすけ,mosuke
以仁,もちひと,mochihito
一,もと,moto
基昭,もとあき,motoaki
素恵,もとえ,motoe
元雄,もとお,motoo
元生,もとお,motoo
素和,もとかず,motokazu
素貴,もとき,motoki
基貴,もとき,motoki
本州,もとくに,motokuni
林子,もとこ,motoko
基子,もとこ,motoko
素志,もとし,motoshi
資史,もとし,motoshi
基次郎,もとじろう,motojirou
元孝,もとたか,mototaka
元続,もとつぐ,mototsugu
元命,もとなが,motonaga
元伸,もとのぶ,motonobu
資典,もとのり,motonori
素治,もとはる,motoharu
幹治,もとはる,motoharu
智久,もとひさ,motohisa
資浩,もとひろ,motohiro
茂広,もとひろ,motohiro
源文,もとふみ,motofumi
もとみ,もとみ,motomi
元也,もとや,motoya
一将,もとゆき,motoyuki
素代,もとよ,motoyo
元吉,もとよし,motoyoshi
もなみ,もなみ,monami
茂美子,もみこ,momiko
百杏,もも,momo
百重,ももえ,momoe
桃果,ももか,momoka
桃佳,ももか,momoka
百来,ももき,momoki
桃次郎,ももじろう,momojirou
百甫,ももとし,momotoshi
桃寧,ももやす,momoyasu
萌佳,もゆか,moyuka
守朗,もりあき,moriaki
杜恵,もりえ,morie
盛雄,もりお,morio
盛和,もりかず,morikazu
盛隆,もりたか,moritaka
守常,もりつね,moritsune
森永,もりなが,morinaga
守平,もりひら,morihira
盛政,もりまさ,morimasa
守保,もりやす,moriyasu
衛好,もりよし,moriyoshi
師尹,もろただ,morotada
文剛,もんこう,monkou
矢一,やいち,yaichi
八枝,やえ,yae
八英子,やえこ,yaeko
ヤエ子,やえこ,yaeko
八鳳,やお,yao
八雲,やくも,yakumo
夜叉,やしゃ,yasha
安彬,やすあき,yasuaki
靖明,やすあき,yasuaki
康朗,やすあき,yasuaki
安海,やすうみ,yasuumi
安恵,やすえ,yasue
保栄,やすえ,yasue
やすえ,やすえ,yasue
泰夫,やすお,yasuo
恭雄,やすお,yasuo
靖雄,やすお,yasuo
安生,やすお,yasuo
温煌,やすかが,yasukaga
安規,やすき,yasuki
康起,やすき,yasuki
康公,やすきみ,yasukimi
弥助,やすけ,yasuke
安弘,やすこ,yasuko
綏子,やすこ,yasuko
弥壽子,やすこ,yasuko
慈子,やすこ,yasuko
八壽子,やすこ,yasuko
廉士,やすし,yasushi
保司,やすし,yasushi
安史,やすし,yasushi
康嗣,やすし,yasushi
康重,やすしげ,yasushige
安次,やすじ,yasuji
保次郎,やすじろう,yasujirou
保蔵,やすぞう,yasuzou
康貴,やすたか,yasutaka
康嵩,やすたか,yasutaka
康胤,やすたね,yasutane
保次,やすつぐ,yasutsugu
穏時,やすとき,yasutoki
靖利,やすとし,yasutoshi
康富,やすとみ,yasutomi
静那,やすな,yasuna
保成,やすなり,yasunari
康乃,やすの,yasuno
安伸,やすのぶ,yasunobu
靖伸,やすのぶ,yasunobu
康宜,やすのぶ,yasunobu
康則,やすのり,yasunori
保紀,やすのり,yasunori
安紀,やすのり,yasunori
康典,やすのり,yasunori
容葉,やすは,yasuha
保治,やすはる,yasuharu
靖彦,やすひこ,yasuhiko
哲寿,やすひさ,yasuhisa
泰寿,やすひさ,yasuhisa
泰栄,やすひで,yasuhide
泰仁,やすひと,yasuhito
保啓,やすひら,yasuhira
恭弘,やすひろ,yasuhiro
保宏,やすひろ,yasuhiro
康博,やすひろ,yasuhiro
烈弘,やすひろ,yasuhiro
安宏,やすひろ,yasuhiro
康泰,やすひろ,yasuhiro
泰史,やすふみ,yasufumi
泰帆,やすほ,yasuho
恭正,やすまさ,yasumasa
保政,やすまさ,yasumasa
泰美,やすみ,yasumi
靖美,やすみ,yasumi
安光,やすみつ,yasumitsu
泰元,やすもと,yasumoto
康幸,やすゆき,yasuyuki
泰幸,やすゆき,yasuyuki
恭代,やすよ,yasuyo
靖代,やすよ,yasuyo
恭世,やすよ,yasuyo
靖佳,やすよし,yasuyoshi
安良,やすよし,yasuyoshi
康郎,やすろう,yasurou
八十八,やそはち,yasohachi
弥千代,やちよ,yachiyo
やな子,やなこ,yanako
彌兵衛,やへい,yahei
山治,やまじ,yamaji
夜也,やや,yaya
やよい,やよい,yayoi
夕愛,ゆあ,yua
結維,ゆい,yui
唯芽,ゆい,yui
悠衣,ゆい,yui
唯花,ゆいか,yuika
結子,ゆいこ,yuiko
雄一郎,ゆいちろう,yuichirou
結衣奈,ゆいな,yuina
彩希,ゆいり,yuiri
ゆう,ゆう,yuu
由羽,ゆう,yuu
憂,ゆう,yuu
唯愛,ゆうあ,yuua
佑一,ゆういち,yuuichi
悠一,ゆういち,yuuichi
雄一朗,ゆういちろう,yuuichirou
勇逸,ゆういつ,yuuitsu
結香,ゆうか,yuuka
夕香,ゆうか,yuuka
優卯佳,ゆうか,yuuka
悠花,ゆうか,yuuka
優雅,ゆうが,yuuga
優妃,ゆうき,yuuki
勇紀,ゆうき,yuuki
友葵,ゆうき,yuuki
勇樹,ゆうき,yuuki
悠季,ゆうき,yuuki
結枝,ゆうき,yuuki
優輝,ゆうき,yuuki
雄輝,ゆうき,yuuki
裕貴,ゆうき,yuuki
祐記,ゆうき,yuuki
優吉,ゆうきち,yuukichi
湧胡,ゆうこ,yuuko
裕子,ゆうこ,yuuko
酉子,ゆうこ,yuuko
悠宇子,ゆうこ,yuuko
侑子,ゆうこ,yuuko
勇光,ゆうこう,yuukou
勇護,ゆうご,yuugo
勇作,ゆうさく,yuusaku
祐之,ゆうし,yuushi
勇志,ゆうし,yuushi
雄伸,ゆうしん,yuushin
雄治,ゆうじ,yuuji
祐志,ゆうじ,yuuji
雄史,ゆうじ,yuuji
湧二,ゆうじ,yuuji
佑次,ゆうじ,yuuji
悠二,ゆうじ,yuuji
雄仁,ゆうじ,yuuji
由二郎,ゆうじろう,yuujirou
佑二朗,ゆうじろう,yuujirou
悠介,ゆうすけ,yuusuke
裕介,ゆうすけ,yuusuke
勇佑,ゆうすけ,yuusuke
雄輔,ゆうすけ,yuusuke
裕造,ゆうぞう,yuuzou
勇造,ゆうぞう,yuuzou
勇太,ゆうた,yuuta
雄太郎,ゆうたろう,yuutarou
悠太朗,ゆうたろう,yuutarou
祐人,ゆうと,yuuto
悠人,ゆうと,yuuto
佑斗,ゆうと,yuuto
祐那,ゆうな,yuuna
優凪,ゆうな,yuuna
悠羽,ゆうは,yuuha
有斐,ゆうひ,yuuhi
優平,ゆうへい,yuuhei
勇歩,ゆうほ,yuuho
結真,ゆうま,yuuma
雄磨,ゆうま,yuuma
勇美,ゆうみ,yuumi
夕美,ゆうみ,yuumi
悠弥,ゆうや,yuuya
悠哉,ゆうや,yuuya
祐哉,ゆうや,yuuya
祐里,ゆうり,yuuri
友里,ゆうり,yuuri
夕和,ゆうわ,yuuwa
侑香,ゆか,yuka
友佳,ゆか,yuka
悠香,ゆか,yuka
結雅,ゆか,yuka
由華,ゆか,yuka
祐香,ゆか,yuka
有賀,ゆか,yuka
柚香,ゆか,yuka
友香子,ゆかこ,yukako
由伽子,ゆかこ,yukako
祐佳子,ゆかこ,yukako
優花子,ゆかこ,yukako
幽香子,ゆかこ,yukako
由香穂,ゆかほ,yukaho
有賀里,ゆかり,yukari
優佳里,ゆかり,yukari
友香利,ゆかり,yukari
ユカリ,ゆかり,yukari
由香利,ゆかり,yukari
祐香里,ゆかり,yukari
侑希,ゆき,yuki
有紀,ゆき,yuki
由企,ゆき,yuki
裕貴,ゆき,yuki
幸,ゆき,yuki
ユキ,ゆき,yuki
佑希,ゆき,yuki
一,ゆき,yuki
幸昭,ゆきあき,yukiaki
順江,ゆきえ,yukie
ゆきゑ,ゆきえ,yukie
雪江,ゆきえ,yukie
由起枝,ゆきえ,yukie
友紀恵,ゆきえ,yukie
優貴恵,ゆきえ,yukie
之夫,ゆきお,yukio
裕希雄,ゆきお,yukio
幸勇,ゆきお,yukio
幸朗,ゆきお,yukio
雪緒,ゆきお,yukio
幸和,ゆきかず,yukikazu
幸子,ゆきこ,yukiko
ゆき子,ゆきこ,yukiko
柚貴子,ゆきこ,yukiko
由希子,ゆきこ,yukiko
由記子,ゆきこ,yukiko
雪子,ゆきこ,yukiko
友木子,ゆきこ,yukiko
祐紀子,ゆきこ,yukiko
裕喜子,ゆきこ,yukiko
幸繁,ゆきしげ,yukishige
勇嬉鷹,ゆきたか,yukitaka
諭吉,ゆきち,yukichi
行音,ゆきと,yukito
行敏,ゆきとし,yukitoshi
晋奈,ゆきな,yukina
由奈,ゆきな,yukina
幸音,ゆきね,yukine
雪乃,ゆきの,yukino
透修,ゆきのぶ,yukinobu
行則,ゆきのり,yukinori
雪波,ゆきは,yukiha
幸彦,ゆきひこ,yukihiko
幸人,ゆきひと,yukihito
至洋,ゆきひろ,yukihiro
千宏,ゆきひろ,yukihiro
行寛,ゆきひろ,yukihiro
往洋,ゆきひろ,yukihiro
千弘,ゆきひろ,yukihiro
征弘,ゆきひろ,yukihiro
ゆきほ,ゆきほ,yukiho
幸理,ゆきまさ,yukimasa
一優,ゆきまさ,yukimasa
行松,ゆきまつ,yukimatsu
柚季巳,ゆきみ,yukimi
千実,ゆきみ,yukimi
行宗,ゆきむね,yukimune
優希也,ゆきや,yukiya
雪与,ゆきよ,yukiyo
幸夜,ゆきよ,yukiyo
一良,ゆきよし,yukiyoshi
征悦,ゆきよし,yukiyoshi
ユクエ,ゆくえ,yukue
裕子,ゆこ,yuko
雄介,ゆすけ,yusuke
ゆず季,ゆずき,yuzuki
悠朱葉,ゆずは,yuzuha
楪,ゆずりは,yuzuriha
穰,ゆたか,yutaka
寛,ゆたか,yutaka
恩,ゆたか,yutaka
夢月,ゆづき,yuzuki
優菜,ゆな,yuna
夢生,ゆな,yuna
由乃,ゆの,yuno
由帆,ゆほ,yuho
結麻,ゆま,yuma
悠実,ゆみ,yumi
友美,ゆみ,yumi
郁美,ゆみ,yumi
有未,ゆみ,yumi
侑未,ゆみ,yumi
由味,ゆみ,yumi
弓恵,ゆみえ,yumie
弓夫,ゆみお,yumio
柚実香,ゆみか,yumika
