name,kana,romaji
晃道,こうどう,koudou
幸之助,こうのすけ,kounosuke
浩平,こうへい,kouhei
恒平,こうへい,kouhei
亘平,こうへい,kouhei
弘法,こうぼう,koubou
黄門,こうもん,koumon
航也,こうや,kouya
紘悠,こうゆう,kouyuu
幸洋,こうよう,kouyou
光亮,こうりょう,kouryou
小枝,こえだ,koeda
小菊,こぎく,kogiku
胡子,ここ,koko
心潤,ここる,kokoru
甲子雄,こしお,koshio
小鈴,こすず,kosuzu
小津枝,こずえ,kozue
小園,こその,kosono
虎太郎,こたろう,kotarou
湖津江,こづえ,kozue
心都,こと,koto
言恵,ことえ,kotoe
言男,ことお,kotoo
琴湖,ことこ,kotoko
ことに,ことに,kotoni
壽絆,ことは,kotoha
ことみ,ことみ,kotomi
琴予,ことよ,kotoyo
胡堂,こどう,kodou
湖南,こなん,konan
木の葉,このは,konoha
好,このみ,konomi
こはね,こはね,kohane
小鳩,こばと,kobato
駒江,こまえ,komae
駒子,こまこ,komako
米子,こめこ,komeko
小由美,こゆび,koyubi
小鈴,こりん,korin
惟政,これまさ,koremasa
欽,こん,kon
梧一,ごいち,goichi
ごう,ごう,gou
郷司,ごうし,goushi
剛太郎,ごうたろう,goutarou
吾助,ごすけ,gosuke
伍朗,ごろう,gorou
権吉,ごんきち,gonkichi
沙亜弥,さあや,saaya
才一,さいいち,saiichi
菜香,さいか,saika
斎子,さいこ,saiko
宰子,さいこ,saiko
才造,さいぞう,saizou
細美,さいみ,saimi
紗衣,さえ,sae
早映,さえ,sae
佐絵,さえ,sae
沙江,さえ,sae
冱子,さえこ,saeko
紗恵子,さえこ,saeko
砂絵子,さえこ,saeko
佐枝子,さえこ,saeko
早映子,さえこ,saeko
さえら,さえら,saera
紗緒梨,さおり,saori
早麻理,さおり,saori
佐織,さおり,saori
砂央里,さおり,saori
嵯織,さおり,saori
栄恵,さかえ,sakae
坂子,さかこ,sakako
紗季,さき,saki
紗妃,さき,saki
小紀,さき,saki
さき,さき,saki
沙貴,さき,saki
彩樹,さき,saki
咲枝,さきえ,sakie
佐紀江,さきえ,sakie
咲恋,さきこ,sakiko
砂紀子,さきこ,sakiko
紗貴子,さきこ,sakiko
サキ子,さきこ,sakiko
左希子,さきこ,sakiko
早紀乃,さきの,sakino
咲余,さきよ,sakiyo
咲恵,さくえ,sakue
三貢子,さくこ,sakuko
朔二,さくじ,sakuji
朔太郎,さくたろう,sakutarou
作美,さくみ,sakumi
咲也,さくや,sakuya
咲空,さくら,sakura
作等,さくら,sakura
紗久良,さくら,sakura
櫻子,さくらこ,sakurako
作古,さこ,sako
笹子,ささこ,sasako
砂沙美,ささみ,sasami
流石,さすが,sasuga
作相,さすけ,sasuke
佐太郎,さたろう,satarou
定秋,さだあき,sadaaki
禎一,さだいち,sadaichi
定雄,さだお,sadao
貞雄,さだお,sadao
貞香,さだか,sadaka
定吉,さだきち,sadakichi
サダ子,さだこ,sadako
定次,さだじ,sadaji
貞高,さだたか,sadataka
貞時,さだとき,sadatoki
定直,さだなお,sadanao
定順,さだのり,sadanori
貞晴,さだはる,sadaharu
貞仁,さだひと,sadahito
禎史,さだふみ,sadafumi
貞道,さだみち,sadamichi
貞也,さだや,sadaya
貞行,さだゆき,sadayuki
貞芳,さだよし,sadayoshi
紗知,さち,sachi
幸,さち,sachi
さちあ,さちあ,sachia
祥江,さちえ,sachie
さち恵,さちえ,sachie
幸重,さちえ,sachie
祥雄,さちお,sachio
幸朗,さちお,sachio
咲千子,さちこ,sachiko
禎子,さちこ,sachiko
幸代,さちこ,sachiko
幸娘,さちこ,sachiko
幸人,さちと,sachito
祐穂,さちほ,sachiho
さち美,さちみ,sachimi
早千世,さちよ,sachiyo
倖代,さちよ,sachiyo
さつゑ,さつえ,satsue
さつき,さつき,satsuki
五月男,さつきお,satsukio
さづき,さづき,sazuki
聡明,さとあき,satoaki
里絵,さとえ,satoe
郷永,さとえ,satoe
里香,さとか,satoka
聡子,さとこ,satoko
達子,さとこ,satoko
都子,さとこ,satoko
叡子,さとこ,satoko
沙都子,さとこ,satoko
諭志,さとし,satoshi
悟嗣,さとし,satoshi
哲,さとし,satoshi
諭,さとし,satoshi
理史,さとし,satoshi
賢,さとし,satoshi
覚,さとし,satoshi
聖志,さとし,satoshi
覚誠,さとなり,satonari
智史,さとふみ,satofumi
聡実,さとみ,satomi
怜未,さとみ,satomi
仁美,さとみ,satomi
さと美,さとみ,satomi
沙都子,さとみ,satomi
知実,さとみ,satomi
里利,さとり,satori
訓,さとる,satoru
識,さとる,satoru
沙奈,さな,sana
幸奈江,さなえ,sanae
紗苗,さなえ,sanae
さなへ,さなえ,sanae
沙奈江,さなえ,sanae
砂波,さなみ,sanami
真臣,さねおみ,saneomi
實鷹,さねたか,sanetaka
実時,さねとき,sanetoki
実平,さねひら,sanehira
三男,さぶお,sabuo
咲穂,さほ,saho
さほ,さほ,saho
佐保子,さほこ,sahoko
早美恵,さみえ,samie
左門,さもん,samon
紗也,さや,saya
彩也,さや,saya
彩夏,さやか,sayaka
小夜伽,さやか,sayaka
清,さやか,sayaka
爽伽,さやか,sayaka
沙夜夏,さやか,sayaka
幸矢佳,さやか,sayaka
咲耶花,さやか,sayaka
彩,さやか,sayaka
佐矢子,さやこ,sayako
沙友,さゆ,sayu
砂幸,さゆき,sayuki
早由美,さゆみ,sayumi
紗由利,さゆり,sayuri
小由里,さゆり,sayuri
佐百合,さゆり,sayuri
沙百合,さゆり,sayuri
小依,さよ,sayo
更世,さよ,sayo
早代加,さよか,sayoka
紗蓉子,さよこ,sayoko
さよこ,さよこ,sayoko
佐良子,さよこ,sayoko
沙代里,さより,sayori
咲,さら,sara
沙羅,さら,sara
早理,さり,sari
沙理,さり,sari
サリオ,さりお,sario
爽羽,さわ,sawa
佐和江,さわえ,sawae
砂和子,さわこ,sawako
紗和乃,さわの,sawano
三吉,さんきち,sankichi
三十五,さんじゅうご,sanjuugo
三之助,さんのすけ,sannosuke
しあな,しあな,shiana
椎那,しいな,shiina
志恵子,しえこ,shieko
紫央,しお,shio
潮恵,しおえ,shioe
汐風,しおかぜ,shiokaze
潮実,しおみ,shiomi
汐海,しおみ,shiomi
詩織,しおり,shiori
しをり,しおり,shiori
嗣音,しおん,shion
清音,しおん,shion
鹿久,しかく,shikaku
志賀之助,しがのすけ,shiganosuke
織,しき,shiki
志貴子,しきこ,shikiko
獅綺最,しきさ,shikisa
しくれ,しくれ,shikure
志げ子,しげ,shige
茂明,しげあき,shigeaki
成彰,しげあき,shigeaki
滋一,しげいち,shigeichi
茂雄,しげお,shigeo
重雄,しげお,shigeo
茂一,しげかず,shigekazu
重賢,しげかた,shigekata
繁樹,しげき,shigeki
滋樹,しげき,shigeki
繁潔,しげきよ,shigekiyo
繁子,しげこ,shigeko
シゲ子,しげこ,shigeko
重三郎,しげざぶろう,shigezaburou
茂司,しげじ,shigeji
茂次郎,しげじろう,shigejirou
重蔵,しげぞう,shigezou
重貴,しげたか,shigetaka
茂太郎,しげたろう,shigetarou
重次,しげつぐ,shigetsugu
茂門,しげと,shigeto
滋利,しげとし,shigetoshi
成智,しげとも,shigetomo
茂成,しげなり,shigenari
成信,しげのぶ,shigenobu
滋伸,しげのぶ,shigenobu
繁規,しげのり,shigenori
卯典,しげのり,shigenori
重則,しげのり,shigenori
重晴,しげはる,shigeharu
繁尚,しげひさ,shigehisa
重栄,しげひで,shigehide
繁広,しげひろ,shigehiro
重禮,しげひろ,shigehiro
重弘,しげひろ,shigehiro
茂穂,しげほ,shigeho
森未,しげみ,shigemi
森実,しげみ,shigemi
茂未,しげみ,shigemi
成光,しげみつ,shigemitsu
茂森,しげもり,shigemori
滋康,しげやす,shigeyasu
繁之,しげゆき,shigeyuki
重幸,しげゆき,shigeyuki
重征,しげゆき,shigeyuki
誠千,しげゆき,shigeyuki
重代,しげよ,shigeyo
繁好,しげよし,shigeyoshi
樹美,しげよし,shigeyoshi
成里,しげり,shigeri
繁郎,しげろう,shigerou
四三男,しさお,shisao
獅丸,ししまる,shishimaru
シズ,しず,shizu
寧恵,しずえ,shizue
しず江,しずえ,shizue
下枝,しずえ,shizue
志津雄,しずお,shizuo
鎮霞,しずか,shizuka
しずか,しずか,shizuka
支靜加,しずか,shizuka
志通子,しずこ,shizuko
紫珠子,しずこ,shizuko
静太,しずた,shizuta
静春,しずはる,shizuharu
静昌,しずまさ,shizumasa
静与,しずよ,shizuyo
実順,したごう,shitagou
質雄,しつお,shitsuo
しづ,しづ,shizu
靜恵,しづえ,shizue
志鶴香,しづか,shizuka
靜子,しづこ,shizuko
しづよ,しづよ,shizuyo
史苗,しなえ,shinae
志奈子,しなこ,shinako
詩那代,しなよ,shinayo
信濃,しの,shino
志野,しの,shino
思伸,しのぶ,shinobu
しのぶ,しのぶ,shinobu
志の美,しのみ,shinomi
四分一,しぶいち,shibuichi
糸帆,しほ,shiho
梓穂,しほ,shiho
真歩,しほ,shiho
史穂子,しほこ,shihoko
志保実,しほみ,shihomi
志ほり,しほり,shihori
志磨,しま,shima
志茉枝,しまえ,shimae
島子,しまこ,shimako
四明,しみょう,shimyou
メ子,しめこ,shimeko
志門,しもん,shimon
鯱,しゃち,shachi
州,しゅう,shuu
修一,しゅういち,shuuichi
秀一朗,しゅういちろう,shuuichirou
柊花,しゅうか,shuuka
秋子,しゅうこ,shuuko
収子,しゅうこ,shuuko
脩五郎,しゅうごろう,shuugorou
周信,しゅうしん,shuushin
秀二,しゅうじ,shuuji
周資,しゅうじ,shuuji
周而,しゅうじ,shuuji
秀乗,しゅうじょう,shuujou
秀介,しゅうすけ,shuusuke
修総,しゅうそう,shuusou
秀太,しゅうた,shuuta
柊斗,しゅうと,shuuto
周文,しゅうぶん,shuubun
周勃,しゅうぼつ,shuubotsu
柊哉,しゅうや,shuuya
修栄部,しゅえいぶ,shueibu
淑郎,しゅくろう,shukurou
守音,しゅね,shune
珠理,しゅり,shuri
惇,しゅん,shun
幸親,しゅんいち,shunichi
峻輝,しゅんき,shunki
俊策,しゅんさく,shunsaku
春司,しゅんじ,shunji
俊二郎,しゅんじろう,shunjirou
峻介,しゅんすけ,shunsuke
駿介,しゅんすけ,shunsuke
駿太郎,しゅんたろう,shuntarou
駿平,しゅんぺい,shunpei
隼也,しゅんや,shunya
俊六,しゅんろく,shunroku
周三,しゆうぞう,shiyuuzou
頌,しょう,shou
晶,しょう,shou
捷,しょう,shou
翔一,しょういち,shouichi
聖一,しょういち,shouichi
彰一,しょういち,shouichi
翔一郎,しょういちろう,shouichirou
勝一郎,しょういちろう,shouichirou
正悦,しょうえつ,shouetsu
昭一,しょうかつ,shoukatsu
鐘吉,しょうきち,shoukichi
鉦恵,しょうけい,shoukei
将監,しょうげん,shougen
章子,しょうこ,shouko
憧子,しょうこ,shouko
尚子,しょうこ,shouko
渉子,しょうこ,shouko
硝子,しょうこ,shouko
省悟,しょうご,shougo
昭午,しょうご,shougo
昌吾,しょうご,shougo
昭作,しょうさく,shousaku
正四郎,しょうしろう,shoushirou
祥史,しょうじ,shouji
將治,しょうじ,shouji
詔二,しょうじ,shouji
尚治,しょうじ,shouji
昭司,しょうじ,shouji
昇次,しょうじ,shouji
省次郎,しょうじろう,shoujirou
章祐,しょうすけ,shousuke
彰祐,しょうすけ,shousuke
庄泉,しょうせん,shousen
鐘三,しょうぞう,shouzou
昇三,しょうぞう,shouzou
将汰,しょうた,shouta
清太,しょうた,shouta
晶太郎,しょうたろう,shoutarou
承禎,しょうてい,shoutei
唱乃,しょうの,shouno
正八,しょうはち,shouhachi
昌文,しょうぶん,shoubun
尚平,しょうへい,shouhei
咲鳳,しょうほ,shouho
勝友,しょうゆう,shouyuu
昭良,しょうりょう,shouryou
正一,しよういち,shiyouichi
彰二,しようじ,shiyouji
調,しらべ,shirabe
知美亜,しるびあ,shirubia
紫朗,しろう,shirou
史郎,しろう,shirou
白兎,しろと,shiroto
普,しん,shin
森,しん,shin
辰一,しんいち,shinichi
慎一,しんいち,shinichi
申一郎,しんいちろう,shinichirou
眞慧,しんえ,shine
眞吉,しんきち,shinkichi
眞空,しんくう,shinkuu
晋子,しんこ,shinko
心光,しんこう,shinkou
進午,しんご,shingo
信吾,しんご,shingo
晋策,しんさく,shinsaku
真仁,しんじ,shinji
眞司,しんじ,shinji
新二,しんじ,shinji
信治,しんじ,shinji
慎志,しんじ,shinji
眞肇,しんじょう,shinjou
伸二郎,しんじろう,shinjirou
進介,しんすけ,shinsuke
信輔,しんすけ,shinsuke
真宗,しんそう,shinsou
伸三,しんぞう,shinzou
秦太郎,しんたろう,shintarou
信太,しんだ,shinda
慎之助,しんのすけ,shinnosuke
紳平,しんぺい,shinpei
新松,しんまつ,shinmatsu
眞哉,しんや,shinya
眞八,しんや,shinya
信也,しんや,shinya
新洋,しんよう,shinyou
治一,じいち,jiichi
侍大,じお,jio
実幸,じっこう,jikkou
實玄,じつげん,jitsugen
実朗,じつろう,jitsurou
寂光,じゃくこう,jakukou
樹衣,じゅい,jui
重剛,じゅうごう,juugou
重四郎,じゅうしろう,juushirou
十太郎,じゅうたろう,juutarou
寿英,じゅえい,juei
寿三郎,じゅさぶろう,jusaburou
如花,じゅふぁ,jufa
寿理,じゅり,juri
樹理亜,じゅりあ,juria
遵,じゅん,jun
凖一,じゅんいち,junichi
順一朗,じゅんいちろう,junichirou
純禾,じゅんか,junka
順空,じゅんくう,junkuu
洵湖,じゅんこ,junko
循子,じゅんこ,junko
淳悟,じゅんご,jungo
純爾,じゅんじ,junji
純司,じゅんじ,junji
潤次,じゅんじ,junji
淳三,じゅんぞう,junzou
純奈,じゅんな,junna
準之介,じゅんのすけ,junnosuke
淳平,じゅんぺい,junpei
純哉,じゅんや,junya
順礼,じゅんれい,junrei
順一,じゆんいち,jiyunichi
純三,じゆんぞう,jiyunzou
静,じょう,jou
鄭玄,じょうげん,jougen
常光,じょうこう,joukou
丞志朗,じょうしろう,joushirou
穣次,じょうじ,jouji
錠助,じょうすけ,jousuke
城太郎,じょうたろう,joutarou
如拙,じょせつ,josetsu
次郎,じろう,jirou
仁,じん,jin
尋一,じんいち,jinichi
仁子,じんこ,jinko
甚冶,じんじ,jinji
甚太郎,じんたろう,jintarou
鎮福,じんぼく,jinboku
任路,じんろ,jinro
スイ子,すいこ,suiko
崇伝,すうでん,suuden
末男,すえお,sueo
壽榮子,すえこ,sueko
すえ子,すえこ,sueko
末隆,すえたか,suetaka
末春,すえはる,sueharu
寿恵美,すえみ,suemi
清夫,すがお,sugao
菅波,すがなみ,suganami
杉雄,すぎお,sugio
優,すぐる,suguru
勝,すぐれ,sugure
助生,すけお,sukeo
祐忠,すけただ,suketada
助八郎,すけはちろう,sukehachirou
甫丸,すけまる,sukemaru
須細,すさい,susai
薦,すすむ,susumu
達,すすむ,susumu
すゞ,すず,suzu
寿々江,すずえ,suzue
鈴男,すずお,suzuo
すずか,すずか,suzuka
凉華,すずか,suzuka
鈴子,すずこ,suzuko
紗菜,すずな,suzuna
錫音,すずね,suzune
鈴穂,すずほ,suzuho
鈴代,すずよ,suzuyo
捨雄,すてお,suteo
優,すなお,sunao
砂子,すなこ,sunako
スネ夫,すねお,suneo
須万,すま,suma
寿麿子,すまこ,sumako
澄,すみ,sumi
澄明,すみあき,sumiaki
住枝,すみえ,sumie
澄恵,すみえ,sumie
角枝,すみえ,sumie
寿美絵,すみえ,sumie
純男,すみお,sumio
住男,すみお,sumio
澄果,すみか,sumika
寿美香,すみか,sumika
純美子,すみこ,sumiko
住子,すみこ,sumiko
寿美子,すみこ,sumiko
純人,すみと,sumito
澄明,すみはる,sumiharu
純代,すみよ,sumiyo
すみ代,すみよ,sumiyo
素美麗,すみれ,sumire
純美礼,すみれ,sumire
瑞叡,ずいえい,zuiei
逗子,ずし,zushi
誓,せい,sei
成,せい,sei
静一,せいいち,seiichi
成一,せいいち,seiichi
誠一朗,せいいちろう,seiichirou
成一朗,せいいちろう,seiichirou
聖華,せいか,seika
征可,せいか,seika
誠喜,せいき,seiki
靖義,せいぎ,seigi
聖子,せいこ,seiko
せい子,せいこ,seiko
征以子,せいこ,seiko
政浩,せいこう,seikou
誠吾,せいご,seigo
成悟,せいご,seigo
晴彩,せいさい,seisai
正志,せいし,seishi
誠志郎,せいしろう,seishirou
清信,せいしん,seishin
清仁,せいじ,seiji
青嗣,せいじ,seiji
正二,せいじ,seiji
征志,せいじ,seiji
正嗣,せいじ,seiji
誠史,せいじ,seiji
正治郎,せいじろう,seijirou
星人,せいじん,seijin
誓三,せいぞう,seizou
政泰,せいたい,seitai
聖斗,せいと,seito
清奈,せいな,seina
清之介,せいのすけ,seinosuke
征美,せいみ,seimi
靖也,せいや,seiya
整哉,せいや,seiya
星羅,せいら,seira
青巒,せいらん,seiran
聖絵良,せえら,seera
勢喜子,せきこ,sekiko
世強,せきょう,sekyou
世千子,せちこ,sechiko
セツ,せつ,setsu
摂雄,せつお,setsuo
節子,せつこ,setsuko
せつ子,せつこ,setsuko
刹那,せつな,setsuna
説勇,せつゆう,setsuyuu
世那,せな,sena
世南,せな,sena
瀬波,せなみ,senami
瀬梨亜,せりあ,seria
せりか,せりか,serika
芹菜,せりな,serina
世蓮,せれん,seren
銑一,せんいち,senichi
宣王,せんおう,senou
銭子,せんこ,senko
宣治,せんじ,senji
専助,せんすけ,sensuke
専太郎,せんたろう,sentarou
千彦,せんひこ,senhiko
千朗,せんろう,senrou
善吉,ぜんきち,zenkichi
善二,ぜんじ,zenji
善導,ぜんどう,zendou
善弥,ぜんや,zenya
聡,そう,sou
漱一,そういち,souichi
惣一郎,そういちろう,souichirou
創一郎,そういちろう,souichirou
宗運,そううん,souun
将牙,そうが,souga
聡輝,そうき,souki
総子,そうこ,souko
想子,そうこ,souko
奏子,そうこ,souko
荘三郎,そうざぶろう,souzaburou
荘七,そうしち,soushichi
宗真,そうしん,soushin
想次,そうじ,souji
壮二,そうじ,souji
壮二郎,そうじろう,soujirou
宗介,そうすけ,sousuke
荘助,そうすけ,sousuke
創佑,そうすけ,sousuke
曾祖,そうそ,souso
蒼汰,そうた,souta
蒼太,そうた,souta
壮太朗,そうたろう,soutarou
宗八,そうはち,souhachi
創平,そうへい,souhei
聡真,そうま,souma
宗也,そうや,souya
宗和,そうわ,souwa
息軒,そっけん,sokken
颯七,そな,sona
蘇乃,その,sono
苑生,そのお,sonoo
園子,そのこ,sonoko
その実,そのみ,sonomi
初子,そめこ,someko
想代佳,そよか,soyoka
天空,そら,sora
初空,そら,sora
晟敏,そんみん,sonmin
壹一郎,たいいちろう,taiichirou
大我,たいが,taiga
大雅,たいが,taiga
泰生,たいき,taiki
太源,たいげん,taigen
泰作,たいさく,taisaku
泰植,たいしょく,taishoku
太治,たいじ,taiji
太亮,たいすけ,taisuke
大膳,たいぜん,taizen
太一,たいち,taichi
泰平,たいへい,taihei
泰朗,たいろう,tairou
多映,たえ,tae
多繪子,たえこ,taeko
多恵子,たえこ,taeko
妙生子,たえこ,taeko
多延,たえん,taen
タカ,たか,taka
隆晃,たかあき,takaaki
貴昭,たかあき,takaaki
孝顕,たかあき,takaaki
崇彰,たかあき,takaaki
隆一,たかいち,takaichi
多賀恵,たかえ,takae
貴英,たかえ,takae
孝絵,たかえ,takae
尚雄,たかお,takao
多賀雄,たかお,takao
貴夫,たかお,takao
孝男,たかお,takao
孝臣,たかおみ,takaomi
隆一,たかかず,takakazu
太佳子,たかこ,takako
多華子,たかこ,takako
陽子,たかこ,takako
喬子,たかこ,takako
空子,たかこ,takako
耕子,たかこ,takako
多佳司,たかし,takashi
高志,たかし,takashi
長,たかし,takashi
隆士,たかし,takashi
隆史,たかし,takashi
喬,たかし,takashi
貴司,たかし,takashi
昂志,たかし,takashi
敬志,たかし,takashi
宰,たかし,takashi
心,たかし,takashi
尚示,たかし,takashi
孝成,たかしげ,takashige
孝治,たかじ,takaji
隆純,たかずみ,takazumi
高次,たかつぐ,takatsugu
高綱,たかつな,takatsuna
孝人,たかと,takato
尚敏,たかとし,takatoshi
尭敏,たかとし,takatoshi
高知,たかとも,takatomo
高直,たかなお,takanao
高成,たかなり,takanari
孝音,たかね,takane
尚信,たかのぶ,takanobu
孝信,たかのぶ,takanobu
考展,たかのり,takanori
高典,たかのり,takanori
隆則,たかのり,takanori
賢紀,たかのり,takanori
隆晴,たかはる,takaharu
挙晴,たかはる,takaharu
敬彦,たかひこ,takahiko
尭久,たかひさ,takahisa
位秀,たかひで,takahide
貴秀,たかひで,takahide
高仁,たかひと,takahito
孝一,たかひと,takahito
栄宏,たかひろ,takahiro
隆壮,たかひろ,takahiro
孝廣,たかひろ,takahiro
隆宏,たかひろ,takahiro
貴広,たかひろ,takahiro
孝博,たかひろ,takahiro
隆房,たかふさ,takafusa
喬文,たかふみ,takafumi
崇将,たかまさ,takamasa
孝正,たかまさ,takamasa
隆将,たかまさ,takamasa
尊美,たかみ,takami
たかみ,たかみ,takami
孝実,たかみ,takami
鷹途,たかみち,takamichi
孝光,たかみつ,takamitsu
高盛,たかもり,takamori
太陽,たかやす,takayasu
孝保,たかやす,takayasu
剛行,たかゆき,takayuki
隆亨,たかゆき,takayuki
宜之,たかゆき,takayuki
敬之,たかゆき,takayuki
崇万,たかゆき,takayuki
貴一,たかゆき,takayuki
隆千,たかゆき,takayuki
尚一,たかゆき,takayuki
鷹世,たかよ,takayo
宜代,たかよ,takayo
尚嘉,たかよし,takayoshi
隆祥,たかよし,takayoshi
敬義,たかよし,takayoshi
孝祥,たかよし,takayoshi
貴祥,たかよし,takayoshi
宝,たから,takara
多希,たき,taki
多喜枝,たきえ,takie
多旗雄,たきお,takio
滝子,たきこ,takiko
多喜二,たきじ,takiji
滝宮,たきみや,takimiya
拓一,たくいち,takuichi
拓夫,たくお,takuo
卓史,たくし,takushi
拓二,たくじ,takuji
卓爾,たくじ,takuji
琢三,たくぞう,takuzou
拓冬,たくと,takuto
啄木,たくぼく,takuboku
琢馬,たくま,takuma
啄巳,たくみ,takumi
琢美,たくみ,takumi
巧実,たくみ,takumi
拓視,たくみ,takumi
琢也,たくや,takuya
卓弥,たくや,takuya
拓郎,たくろう,takurou
武揚,たけあき,takeaki
健章,たけあき,takeaki
斌雄,たけお,takeo
猛夫,たけお,takeo
傑雄,たけお,takeo
健男,たけお,takeo
健郎,たけお,takeo
丈勝,たけかつ,takekatsu
武子,たけこ,takeko
長志,たけし,takeshi
太計司,たけし,takeshi
猛士,たけし,takeshi
洸,たけし,takeshi
岳士,たけし,takeshi
丈,たけし,takeshi
剛,たけし,takeshi
武治,たけじ,takeji
竹二郎,たけじろう,takejirou
武人,たけと,taketo
虎遼,たけとお,taketoo
丈利,たけとし,taketoshi
多慶乃,たけの,takeno
岳史,たけのぶ,takenobu
建徳,たけのり,takenori
建教,たけのり,takenori
竹治,たけはる,takeharu
健彦,たけひこ,takehiko
丈修,たけひさ,takehisa
丈仁,たけひと,takehito
武紘,たけひろ,takehiro
健大,たけひろ,takehiro
壮啓,たけひろ,takehiro
威文,たけふみ,takefumi
岳正,たけまさ,takemasa
猛実,たけみ,takemi
竹実,たけみ,takemi
剛也,たけや,takeya
岳之,たけゆき,takeyuki
武吉,たけよし,takeyoshi
太計留,たける,takeru
猛郎,たけろう,takerou
祐,たすく,tasuku
扶,たすく,tasuku
多津子,たずこ,tazuko
直明,ただあき,tadaaki
忠家,ただいえ,tadaie
忠雄,ただお,tadao
唯男,ただお,tadao
正勝,ただかつ,tadakatsu
直史,ただし,tadashi
理史,ただし,tadashi
忠,ただし,tadashi
宰士,ただし,tadashi
公志,ただし,tadashi
統,ただし,tadashi
忠相,ただすけ,tadasuke
忠貢,ただつぐ,tadatsugu
忠辰,ただとき,tadatoki
忠道,ただなお,tadanao
直紀,ただのり,tadanori
忠儀,ただのり,tadanori
公久,ただひさ,tadahisa
忠弘,ただひろ,tadahiro
直冬,ただふゆ,tadafuyu
惟政,ただまさ,tadamasa
忠通,ただみち,tadamichi
正恵,ただめぐ,tadamegu
忠行,ただゆき,tadayuki
忠与志,ただよし,tadayoshi
忠吉,ただよし,tadayoshi
龍得,たつ,tatsu
龍章,たつあき,tatsuaki
辰猪,たつい,tatsui
たつ恵,たつえ,tatsue
竜男,たつお,tatsuo
建生,たつお,tatsuo
龍王,たつおう,tatsuou
樹,たつき,tatsuki
田子,たつこ,tatsuko
辰五朗,たつごろう,tatsugorou
辰治,たつじ,tatsuji
辰三,たつぞう,tatsuzou
建成,たつなり,tatsunari
竜徳,たつのり,tatsunori
達則,たつのり,tatsunori
建彦,たつひこ,tatsuhiko
龍大,たつひろ,tatsuhiro
達正,たつまさ,tatsumasa
龍巳,たつみ,tatsumi
巽,たつみ,tatsumi
龍也,たつや,tatsuya
達哉,たつや,tatsuya
立之,たつゆき,tatsuyuki
達代,たつよ,tatsuyo
建,たつる,tatsuru
龍蔵,たつろう,tatsurou
タヅ,たづ,tazu
タヅ子,たづこ,tazuko
建雄,たてお,tateo
タニ子,たにこ,taniko
種子,たねこ,taneko
胤満,たねみつ,tanemitsu
太彦,たひこ,tahiko
タマ,たま,tama
珠恵,たまえ,tamae
環江,たまえ,tamae
多摩男,たまお,tamao
環緒,たまお,tamao
珠琴,たまき,tamaki
環紀,たまき,tamaki
玉菊,たまぎく,tamagiku
球子,たまこ,tamako
珠菜,たまな,tamana
珠巳,たまみ,tamami
タマミ,たまみ,tamami
玉藻,たまも,tamamo
たま代,たまよ,tamayo
たみい,たみい,tamii
たみ江,たみえ,tamie
多美雄,たみお,tamio
多美子,たみこ,tamiko
多美次,たみじ,tamiji
民代,たみよ,tamiyo
為生,ためお,tameo
為治,ためじ,tameji
為之,ためゆき,tameyuki
多門,たもん,tamon
善豊,たるかた,tarukata
湛慶,たんけい,tankei
大市,だいいち,daiichi
大貴,だいき,daiki
大毅,だいき,daiki
大五郎,だいごろう,daigorou
大路,だいじ,daiji
大祐,だいすけ,daisuke
大成,だいせい,daisei
大地,だいち,daichi
大也,だいや,daiya
だめ夫,だめお,dameo
弾平,だんぺい,danpei
千陽,ちあき,chiaki
智明,ちあき,chiaki
千愛紀,ちあき,chiaki
地明,ちあき,chiaki
稚哉,ちいや,chiiya
知得,ちえ,chie
智江,ちえ,chie
千衣,ちえ,chie
千恵,ちえ,chie
知枝子,ちえこ,chieko
知英子,ちえこ,chieko
智絵子,ちえこ,chieko
恒久,ちえこ,chieko
千枝子,ちえこ,chieko
知得子,ちえこ,chieko
智恵美,ちえみ,chiemi
千恵美,ちえみ,chiemi
智恵理,ちえり,chieri
知緒,ちお,chio
智耶,ちか,chika
睦,ちか,chika
千雅,ちか,chika
千賀,ちか,chika
誓,ちかい,chikai
千賀雄,ちかお,chikao
親臣,ちかおみ,chikaomi
知嘉子,ちかこ,chikako
地香子,ちかこ,chikako
智加子,ちかこ,chikako
規子,ちかこ,chikako
千嘉子,ちかこ,chikako
真子,ちかこ,chikako
睦史,ちかし,chikashi
親年,ちかとし,chikatoshi
親信,ちかのぶ,chikanobu
鎮久,ちかひさ,chikahisa
親洋,ちかひろ,chikahiro
近松,ちかまつ,chikamatsu
智香代,ちかよ,chikayo
周世,ちかよ,chikayo
千賀子,ちがこ,chigako
知久美,ちくみ,chikumi
智子,ちこ,chiko
智沙,ちさ,chisa
千草枝,ちさえ,chisae
知砂子,ちさこ,chisako
千佐子,ちさこ,chisako
知左都,ちさと,chisato
チサト,ちさと,chisato
茅里,ちさと,chisato
智頭,ちず,chizu
知珠,ちず,chizu
知瑞子,ちずこ,chizuko
千津子,ちずこ,chizuko
千尋,ちずる,chizuru
知世子,ちせこ,chiseko
チツ子,ちつこ,chitsuko
千月,ちづ,chizu
千鶴香,ちづか,chizuka
ちづ穂,ちづほ,chizuho
智鶴,ちづる,chizuru
千冬,ちと,chito
千登世,ちとせ,chitose
